timestamp,user,app,metric1,metric2
2018-01-03 14:00:00,user2,app1,81.000,46.000
2018-01-03 14:30:00,user2,app1,53.000,89.000
2018-01-03 15:00:00,user2,app1,53.000,75.000
2018-01-03 15:30:00,user2,app1,77.000,24.000
2018-01-03 16:00:00,user2,app1,11.000,56.000
2018-01-03 16:30:00,user2,app1,23.000,0.000
2018-01-03 17:00:00,user2,app1,25.000,38.000
2018-01-03 17:30:00,user2,app1,4.000,83.000
2018-01-03 18:00:00,user2,app1,35.000,32.000
2018-01-03 18:30:00,user2,app1,9.000,35.000
2018-01-03 19:00:00,user2,app1,19.000,3.000
2018-01-03 19:30:00,user2,app1,73.000,71.000
2018-01-03 20:00:00,user2,app1,50.000,78.000
2018-01-03 20:30:00,user2,app1,28.000,60.000
2018-01-03 21:00:00,user2,app1,97.000,68.000
2018-01-03 21:30:00,user2,app1,13.000,46.000
2018-01-03 22:00:00,user2,app1,68.000,46.000
2018-01-03 22:30:00,user2,app1,93.000,63.000
2018-01-03 23:00:00,user2,app1,34.000,95.000
2018-01-03 23:30:00,user2,app1,24.000,12.000
2018-01-03 00:00:00,user2,app2,53.000,42.000
2018-01-03 00:30:00,user2,app2,4.000,27.000
2018-01-03 01:00:00,user2,app2,95.000,26.000
2018-01-03 01:30:00,user2,app2,70.000,6.000
2018-01-03 02:00:00,user2,app2,73.000,56.000
2018-01-03 02:30:00,user2,app2,75.000,50.000
2018-01-03 03:00:00,user2,app2,72.000,2.000
2018-01-03 03:30:00,user2,app2,86.000,5.000
2018-01-03 04:00:00,user2,app2,29.000,5.000
2018-01-03 04:30:00,user2,app2,47.000,25.000
2018-01-03 05:00:00,user2,app2,30.000,77.000
2018-01-03 05:30:00,user2,app2,39.000,45.000
2018-01-03 06:00:00,user2,app2,56.000,85.000
2018-01-03 06:30:00,user2,app2,9.000,57.000
2018-01-03 07:00:00,user2,app2,75.000,70.000
2018-01-03 07:30:00,user2,app2,41.000,40.000
2018-01-03 08:00:00,user2,app2,36.000,0.000
2018-01-03 08:30:00,user2,app2,72.000,3.000
2018-01-03 09:00:00,user2,app2,67.000,46.000
2018-01-03 09:30:00,user2,app2,80.000,49.000
2018-01-03 10:00:00,user2,app2,57.000,66.000
2018-01-03 10:30:00,user2,app2,2.000,93.000
2018-01-03 11:00:00,user2,app2,21.000,97.000
2018-01-03 11:30:00,user2,app2,26.000,56.000
2018-01-03 12:00:00,user2,app2,16.000,49.000
2018-01-03 12:30:00,user2,app2,80.000,64.000
2018-01-03 13:00:00,user2,app2,59.000,84.000
2018-01-03 13:30:00,user2,app2,27.000,54.000
2018-01-03 14:00:00,user2,app2,15.000,30.000
2018-01-03 14:30:00,user2,app2,34.000,58.000
2018-01-03 15:00:00,user2,app2,66.000,86.000
2018-01-03 15:30:00,user2,app2,61.000,3.000
2018-01-03 16:00:00,user2,app2,5.000,39.000
2018-01-03 16:30:00,user2,app2,79.000,29.000
2018-01-03 17:00:00,user2,app2,24.000,46.000
2018-01-03 17:30:00,user2,app2,49.000,57.000
2018-01-03 18:00:00,user2,app2,3.000,29.000
2018-01-03 18:30:00,user2,app2,89.000,41.000
2018-01-03 19:00:00,user2,app2,93.000,58.000
2018-01-03 19:30:00,user2,app2,69.000,46.000
2018-01-03 20:00:00,user2,app2,47.000,27.000
2018-01-03 20:30:00,user2,app2,40.000,93.000
2018-01-03 21:00:00,user2,app2,7.000,40.000
2018-01-03 21:30:00,user2,app2,63.000,55.000
2018-01-03 22:00:00,user2,app2,93.000,97.000
2018-01-03 22:30:00,user2,app2,71.000,18.000
2018-01-03 23:00:00,user2,app2,59.000,27.000
2018-01-03 23:30:00,user2,app2,36.000,53.000
