timestamp,user,app,metric1,metric2
2018-01-02 08:00:00,user1,app2,31.000,98.000
2018-01-02 08:30:00,user1,app2,23.000,64.000
2018-01-02 09:00:00,user1,app2,81.000,27.000
2018-01-02 09:30:00,user1,app2,64.000,91.000
2018-01-02 10:00:00,user1,app2,92.000,78.000
2018-01-02 10:30:00,user1,app2,63.000,7.000
2018-01-02 11:00:00,user1,app2,84.000,85.000
2018-01-02 11:30:00,user1,app2,91.000,81.000
2018-01-02 12:00:00,user1,app2,43.000,8.000
2018-01-02 12:30:00,user1,app2,87.000,60.000
2018-01-02 13:00:00,user1,app2,10.000,16.000
2018-01-02 13:30:00,user1,app2,88.000,68.000
2018-01-02 14:00:00,user1,app2,86.000,54.000
2018-01-02 14:30:00,user1,app2,11.000,59.000
2018-01-02 15:00:00,user1,app2,40.000,85.000
2018-01-02 15:30:00,user1,app2,48.000,49.000
2018-01-02 16:00:00,user1,app2,23.000,1.000
2018-01-02 16:30:00,user1,app2,63.000,82.000
2018-01-02 17:00:00,user1,app2,82.000,11.000
2018-01-02 17:30:00,user1,app2,20.000,29.000
2018-01-02 18:00:00,user1,app2,83.000,88.000
2018-01-02 18:30:00,user1,app2,31.000,48.000
2018-01-02 19:00:00,user1,app2,82.000,24.000
2018-01-02 19:30:00,user1,app2,66.000,83.000
2018-01-02 20:00:00,user1,app2,94.000,27.000
2018-01-02 20:30:00,user1,app2,51.000,40.000
2018-01-02 21:00:00,user1,app2,26.000,93.000
2018-01-02 21:30:00,user1,app2,11.000,22.000
2018-01-02 22:00:00,user1,app2,61.000,88.000
2018-01-02 22:30:00,user1,app2,77.000,5.000
2018-01-02 23:00:00,user1,app2,84.000,87.000
2018-01-02 23:30:00,user1,app2,2.000,52.000
2018-01-02 00:00:00,user2,app1,45.000,43.000
2018-01-02 00:30:00,user2,app1,65.000,65.000
2018-01-02 01:00:00,user2,app1,5.000,21.000
2018-01-02 01:30:00,user2,app1,68.000,6.000
2018-01-02 02:00:00,user2,app1,43.000,48.000
2018-01-02 02:30:00,user2,app1,12.000,59.000
2018-01-02 03:00:00,user2,app1,87.000,70.000
2018-01-02 03:30:00,user2,app1,70.000,82.000
2018-01-02 04:00:00,user2,app1,19.000,9.000
2018-01-02 04:30:00,user2,app1,10.000,69.000
2018-01-02 05:00:00,user2,app1,6.000,69.000
2018-01-02 05:30:00,user2,app1,74.000,3.000
2018-01-02 06:00:00,user2,app1,64.000,20.000
2018-01-02 06:30:00,user2,app1,29.000,18.000
2018-01-02 07:00:00,user2,app1,92.000,78.000
2018-01-02 07:30:00,user2,app1,63.000,45.000
2018-01-02 08:00:00,user2,app1,70.000,38.000
2018-01-02 08:30:00,user2,app1,3.000,96.000
2018-01-02 09:00:00,user2,app1,2.000,92.000
2018-01-02 09:30:00,user2,app1,43.000,51.000
2018-01-02 10:00:00,user2,app1,53.000,75.000
2018-01-02 10:30:00,user2,app1,28.000,43.000
2018-01-02 11:00:00,user2,app1,74.000,17.000
2018-01-02 11:30:00,user2,app1,100.000,87.000
2018-01-02 12:00:00,user2,app1,68.000,38.000
2018-01-02 12:30:00,user2,app1,22.000,65.000
2018-01-02 13:00:00,user2,app1,3.000,80.000
2018-01-02 13:30:00,user2,app1,39.000,4.000
2018-01-02 14:00:00,user2,app1,90.000,91.000
2018-01-02 14:30:00,user2,app1,39.000,80.000
2018-01-02 15:00:00,user2,app1,55.000,80.000
2018-01-02 15:30:00,user2,app1,95.000,92.000
2018-01-02 16:00:00,user2,app1,22.000,41.000
2018-01-02 16:30:00,user2,app1,21.000,86.000
2018-01-02 17:00:00,user2,app1,51.000,7.000
2018-01-02 17:30:00,user2,app1,4.000,13.000
2018-01-02 18:00:00,user2,app1,47.000,44.000
2018-01-02 18:30:00,user2,app1,82.000,65.000
2018-01-02 19:00:00,user2,app1,42.000,74.000
2018-01-02 19:30:00,user2,app1,53.000,79.000
2018-01-02 20:00:00,user2,app1,49.000,90.000
2018-01-02 20:30:00,user2,app1,76.000,24.000
2018-01-02 21:00:00,user2,app1,51.000,9.000
2018-01-02 21:30:00,user2,app1,38.000,15.000
2018-01-02 22:00:00,user2,app1,68.000,86.000
2018-01-02 22:30:00,user2,app1,77.000,63.000
2018-01-02 23:00:00,user2,app1,66.000,35.000
2018-01-02 23:30:00,user2,app1,60.000,33.000
2018-01-02 00:00:00,user2,app2,38.000,86.000
2018-01-02 00:30:00,user2,app2,19.000,68.000
2018-01-02 01:00:00,user2,app2,73.000,22.000
2018-01-02 01:30:00,user2,app2,47.000,67.000
2018-01-02 02:00:00,user2,app2,10.000,10.000
2018-01-02 02:30:00,user2,app2,72.000,40.000
2018-01-02 03:00:00,user2,app2,79.000,7.000
2018-01-02 03:30:00,user2,app2,2.000,100.000
2018-01-02 04:00:00,user2,app2,18.000,89.000
2018-01-02 04:30:00,user2,app2,65.000,34.000
2018-01-02 05:00:00,user2,app2,43.000,25.000
2018-01-02 05:30:00,user2,app2,53.000,66.000
2018-01-02 06:00:00,user2,app2,33.000,15.000
2018-01-02 06:30:00,user2,app2,60.000,86.000
2018-01-02 07:00:00,user2,app2,12.000,77.000
2018-01-02 07:30:00,user2,app2,75.000,37.000
2018-01-02 08:00:00,user2,app2,82.000,13.000
2018-01-02 08:30:00,user2,app2,2.000,75.000
2018-01-02 09:00:00,user2,app2,48.000,50.000
2018-01-02 09:30:00,user2,app2,53.000,60.000
2018-01-02 10:00:00,user2,app2,53.000,5.000
2018-01-02 10:30:00,user2,app2,55.000,12.000
2018-01-02 11:00:00,user2,app2,26.000,32.000
2018-01-02 11:30:00,user2,app2,70.000,77.000
2018-01-02 12:00:00,user2,app2,2.000,84.000
2018-01-02 12:30:00,user2,app2,62.000,10.000
2018-01-02 13:00:00,user2,app2,85.000,21.000
2018-01-02 13:30:00,user2,app2,87.000,17.000
2018-01-02 14:00:00,user2,app2,93.000,38.000
2018-01-02 14:30:00,user2,app2,30.000,85.000
2018-01-02 15:00:00,user2,app2,19.000,13.000
2018-01-02 15:30:00,user2,app2,78.000,78.000
2018-01-02 16:00:00,user2,app2,1.000,48.000
2018-01-02 16:30:00,user2,app2,83.000,40.000
2018-01-02 17:00:00,user2,app2,92.000,12.000
2018-01-02 17:30:00,user2,app2,96.000,82.000
2018-01-02 18:00:00,user2,app2,31.000,67.000
2018-01-02 18:30:00,user2,app2,60.000,94.000
2018-01-02 19:00:00,user2,app2,26.000,96.000
2018-01-02 19:30:00,user2,app2,87.000,39.000
2018-01-02 20:00:00,user2,app2,54.000,11.000
2018-01-02 20:30:00,user2,app2,87.000,51.000
2018-01-02 21:00:00,user2,app2,23.000,17.000
2018-01-02 21:30:00,user2,app2,39.000,11.000
2018-01-02 22:00:00,user2,app2,31.000,12.000
2018-01-02 22:30:00,user2,app2,9.000,9.000
2018-01-02 23:00:00,user2,app2,26.000,99.000
2018-01-02 23:30:00,user2,app2,76.000,8.000
